change_24h,market_cap,name,price,volume_24h
+0.00%,N/A,Lego Pepe Vision,$0.0000001618,$298
+7.45%,N/A,Leia,$0.00003953,N/A
+0.00%,N/A,Leisure,$0.00002869,$10
-0.60%,N/A,LeisurePay,$0.00034,N/A
+0.00%,N/A,LeLeFoodChain,$0.001202,N/A
+0.00%,N/A,Lelouch Lamperouge,$0.0000642,"$13,086"
+0.49%,N/A,LemoChain,$0.0001087,"$96,832"
+3.70%,N/A,LEMON,$0.001363,N/A
+0.00%,N/A,Lemon Terminal,$0.03505,$212
+10.33%,N/A,LEMONCHAIN,$0.0005432,"$26,452"
-2.74%,N/A,Lemond,$0.00003604,N/A
+0.00%,N/A,Lemonn,$0.003697,N/A
+0.00%,N/A,Lemur Finance,$0.0000001619,$438
-2.25%,N/A,Lenard,$0.0004875,N/A
+0.00%,N/A,Lend Flare,$0.0002494,"$7,407"
+0.13%,N/A,Lenda,$0.0006239,$6
+0.32%,N/A,Lendhub,$0.00007235,"$9,896"
+3.96%,N/A,Lendle,$0.08432,$4
-37.78%,N/A,Lendr Network,$0.002147,"$89,260"
+0.03%,N/A,Lends,$0.03045,N/A
+0.00%,N/A,Lenny,$0.00000001746,N/A
+0.00%,N/A,Lenny Face,$0.00003612,$320
-0.67%,N/A,LENX Finance,$0.0287,N/A
+0.00%,N/A,Leo,$10.12,"$171,394"
+18.93%,N/A,LEO,$0.0007964,N/A
+0.00%,N/A,Leonicorn Swap,$0.003959,N/A
+0.00%,N/A,Leonicorn Swap,$0.0001976,N/A
+0.00%,N/A,Leonidas,$0.002583,N/A
+0.00%,N/A,Leonidasbilic,$1.81,$74
+0.63%,N/A,LEOPARD,$0.0000000000007431,N/A
+0.00%,N/A,Leprechaun Finance,$0.00001965,N/A
+0.00%,N/A,Lepricon,$0.007367,"$24,844"
+35.50%,N/A,LERNITAS,$0.002468,"$754,462"
-27.03%,N/A,Lesbian Inu,$0.000000003562,N/A
+0.00%,N/A,LESLAR Metaverse,$0.0000001552,N/A
+0.00%,N/A,LESLARVERSE,$0.0000002564,N/A
+0.00%,N/A,Less Network,$0.0001449,"$149,587"
-1.49%,N/A,LessFnGas,$0.0000009816,N/A
+0.00%,N/A,Let Him Cook,$0.00000005522,N/A
+0.00%,N/A,Let's Go Brandon,$0.0000000008343,N/A
+0.00%,N/A,LetCoinShop,$0.01498,"$334,164"
+0.23%,N/A,Letit,$0.1492,$6.74 M
-25.96%,N/A,Lets Fuckin Go,$0.01855,"$3,727"
+2.91%,N/A,Lets Go Brandon,$0.000000006775,"$129,079"
+8.32%,N/A,LetsGoBrandonToken,$0.0000000000133,$2.59 M
+0.56%,N/A,Levana Protocol,$0.05026,"$5,011"
-5.33%,N/A,Leve Invest,$0.001745,"$35,062"
-0.37%,N/A,Level Finance,$0.1621,"$4,495"
+3.80%,N/A,Level Finance,"$104,449.04",N/A
-0.01%,N/A,LEVELG,$0.0006001,N/A
+0.00%,N/A,LevelUp Gaming,$0.0004182,N/A
+0.00%,N/A,Leverage Protocol,$0.01415,N/A
+0.00%,N/A,LeverageInu,$0.1241,N/A
+0.00%,N/A,Levi,$0.00000001631,$785
-31.50%,N/A,Levolution,$0.003544,"$1,516"
+0.35%,N/A,LEXER Markets,$0.003251,N/A
+0.00%,N/A,LEXIT,$0.02202,N/A
-10.41%,N/A,LEZGI Token,$0.003662,"$7,535"
-1.65%,N/A,LFG,$0.01591,N/A
+0.00%,N/A,LFG Coin,$0.000006092,N/A
+0.00%,N/A,LFGSwap Finance,$0.00168,N/A
+1.14%,N/A,LFGSwap Finance(Arbitrum),$0.0002353,"$1,095"
-5.39%,N/A,LFGSwap Finance(CORE),$0.001057,N/A
-3.31%,N/A,Libartysharetoken,$0.003971,N/A
+0.00%,N/A,Libcoin,$0.1451,N/A
+0.00%,N/A,Libera,$0.4727,N/A
+0.00%,N/A,Libera Financial,$0.9273,N/A
+0.00%,N/A,Libero Financial,$0.0000005364,N/A
+0.00%,N/A,Liberta Financial,$0.01869,N/A
+0.00%,N/A,Libertas Token,$0.00000001644,"$22,871"
+3.84%,N/A,Libertum,$0.07086,$17
-0.02%,N/A,Libfx,$0.00147,N/A
+0.00%,N/A,Libonomy,$0.0007203,$1.26 M
-3.90%,N/A,Libra Incentix,$0.0034,N/A
+0.42%,N/A,Libra Protocol,$0.0000232,$192
+0.00%,N/A,Libre DeFi,$0.0000003988,N/A
+0.00%,N/A,LibreFreelencer,$0.000001057,$94
-1.23%,N/A,Librium Tech,$0.00253,"$1,314"
-0.39%,N/A,LICKGOAT,$0.00004321,N/A
+0.00%,N/A,Lido On Kusama,$68.67,N/A
+0.00%,N/A,Lido Staked Polkadot,$6.89,N/A
+0.00%,N/A,Life DAO,$5.33,N/A
+0.00%,N/A,Life Token,$0.000000001996,N/A
+0.00%,N/A,Life Token V2,$0.000000004249,N/A
+0.00%,N/A,LIFEBIRD,$0.00000000001972,$18.84 M
-14.87%,N/A,Lifeform Token,$0.2205,N/A
+0.00%,N/A,Lifeline Protocol,$0.001844,N/A
-13.07%,N/A,LifeTime,$0.2203,N/A
+0.00%,N/A,LifetionCoin,$0.009704,"$35,313"
-0.48%,N/A,Lifinity,$1.25,"$2,819"
+1.43%,N/A,Light DeFi,$0.0001777,N/A
+0.00%,N/A,Light Token,$0.00001933,N/A
+0.00%,N/A,Light Year,$0.004674,N/A
+0.00%,N/A,Lightbeam Courier Coin,$0.3256,"$47,797"
+0.00%,N/A,LIGHTCYCLE,$0.7108,"$73,140"
-25.26%,N/A,Lightning Bitcoin,$0.395,N/A
+0.00%,N/A,Lightning Bot,$0.0001529,N/A
+9.77%,N/A,Lightyears,$0.0475,N/A
+0.00%,N/A,Ligma,$0.0000000000648,"$566,993"
+12.15%,N/A,Ligma Node,$0.007716,"$662,084"
-3.47%,N/A,LIGO,$0.000004139,N/A
+0.00%,N/A,Lil Doge Floki,$0.000000003892,N/A
+0.00%,N/A,Lil Dragon,$0.00000002623,$136
+0.00%,N/A,Lil Floki,$0.0000000001164,N/A
+0.00%,N/A,Lilith Swap,$0.06298,"$122,967"
+1.33%,N/A,Lillian Token,$0.003959,N/A
+0.00%,N/A,Lillion,$0.1002,"$18,790"
-1.37%,N/A,LILLIUS,$0.01313,N/A
+0.00%,N/A,Lilly Finance,$0.00000000005196,N/A
+0.00%,N/A,Limbo Token,$0.006023,N/A
+0.00%,N/A,LimeOdysseyM with ITAM,$0.0003119,$3
-0.01%,N/A,Limestone Network,$0.000013,N/A
+0.00%,N/A,Limited USD,$0.00001797,N/A
+0.00%,N/A,Limitless VIP,$0.002486,N/A
+0.00%,N/A,LimitSwap,$4.88,$287
+1.37%,N/A,LimoCoin Swap,$0.0008693,"$11,228"
+2.70%,N/A,Limoverse,$0.004087,"$347,164"
+0.00%,N/A,Lina Network,$0.01223,N/A
+0.00%,N/A,LINDA,$0.01592,$0.8509
-12.50%,N/A,LindaYacc Ceo,$0.000000000001825,N/A
+0.00%,N/A,LiNEAR Protocol,$5.38,"$55,306"
+2.01%,N/A,LiNEAR Protocol,$0.03133,"$57,760"
+15.92%,N/A,Linework Coin,$0.009536,N/A
+0.00%,N/A,LINK/ETH RSI Ratio Trading Set,$482.19,N/A
+0.00%,N/A,LinkArt,$0.00005896,N/A
-0.02%,N/A,LinkCoin Token,$0.000139,N/A
+0.00%,N/A,LinkDao Network,$0.0003,N/A
+0.00%,N/A,LINKDOWN,$0.0008952,$383
-0.03%,N/A,LinkFi,$0.0005488,N/A
+0.00%,N/A,Linkflow Finance,$0.2755,N/A
+0.00%,N/A,Linkka,$0.00003625,$84
-0.27%,N/A,LinkPool,$0.2258,N/A
+0.00%,N/A,LINKS Token,$0.007327,N/A
+0.00%,N/A,LinkSync,$0.00000000002242,N/A
+0.00%,N/A,LinkToken,$0.006,N/A
+0.00%,N/A,LINKUP,$0.006082,N/A
-0.01%,N/A,LINQ,$0.04358,$80
-0.53%,N/A,linSpirit,$0.002119,N/A
+0.00%,N/A,Lint,"$27,579.98",N/A
+0.00%,N/A,LION FAI,$0.00002534,N/A
+0.00%,N/A,Lion king,$0.001276,N/A
+0.00%,N/A,Lion King,$0.0000000000007627,N/A
+0.00%,N/A,Lion Scrub Finance,$0.03097,"$17,162"
+0.47%,N/A,Lion Token,$0.00009937,N/A
+0.00%,N/A,LionCEO,$0.00001192,N/A
+0.00%,N/A,LIQUID,$7.69,$43
-1.38%,N/A,Liquid ASTR,$0.09735,$50
+0.24%,N/A,Liquid Collectibles,$0.0005002,N/A
+0.00%,N/A,Liquid Crowdloan DOT,$3.77,"$56,115"
-2.63%,N/A,Liquid Crypto,$0.03422,N/A
+0.00%,N/A,Liquid Finance,"$4,700.51",N/A
+0.00%,N/A,Liquid ICP,$0.04924,"$2,380"
-0.09%,N/A,Liquid KSM,$5.14,$116
+1.76%,N/A,Liquid Protocol,$0.2804,N/A
+0.00%,N/A,Liquid Share,$0.0001023,N/A
+0.00%,N/A,Liquid Staked ETH Index,"$1,895.98","$11,650"
+11.83%,N/A,Liquid Staking Derivatives,$0.03157,N/A
+0.00%,N/A,Liquid Staking Dot,$0.5393,N/A
+0.00%,N/A,Liquid Swap,$0.0007769,N/A
+0.00%,N/A,LIQUIDCHAIN,$0.000008288,N/A
+0.00%,N/A,Liquidity Accelerator Token,$0.06783,N/A
+0.00%,N/A,Liquidity Dividends Protocol,$0.00133,N/A
+0.00%,N/A,Liquidity Money,$0.00008673,"$39,667"
+6.34%,N/A,LiquidLayer,$0.1772,"$2,218"
+2.18%,N/A,Liquidus (new),$0.1908,N/A
+0.00%,N/A,Liquifi,$0.00005389,N/A
+0.00%,N/A,LIQUIFY,$0.004828,N/A
+0.00%,N/A,Liquinity,$0.0000002342,N/A
+0.00%,N/A,LiquiShield,$0.0003826,"$49,678"
-1.98%,N/A,Liqwid Finance,$1.42,N/A
-1.57%,N/A,Lisa Simpson,$0.00000000000001266,N/A
+0.00%,N/A,Listen To Earn,$0.000000476,N/A
+0.00%,N/A,Lite USD,$0.5507,N/A
+4.88%,N/A,Litecoin SV,$0.7089,$7
-0.01%,N/A,Litecoin TRC20,$83.14,N/A
-4.58%,N/A,LitecoinToken,$0.00000002051,N/A
-0.09%,N/A,Litecred,$0.0007089,N/A
+0.00%,N/A,Litedex,$0.0061,N/A
+0.00%,N/A,Lith Token,$0.0002681,N/A
+0.00%,N/A,Litherium,$0.001448,N/A
+0.00%,N/A,Lithium Ventures,$0.007373,N/A
-0.05%,N/A,Liti Capital,$0.004458,$5
+1.81%,N/A,Lition,$0.0003163,$667
+7.12%,N/A,Little Angry Bunny v2,$0.00000000000000000017,N/A
+0.00%,N/A,LITTLE BABY DOGE,$0.0000000001076,$435
+2.68%,N/A,Little Bunny Rocket,$0.0000000002282,$733
-18.90%,N/A,Little Manyu,$0.00000002931,N/A
+0.00%,N/A,LITTLE RABBIT,$0.00000000000000000121,N/A
+0.00%,N/A,Little Tsuki Inu,$0.0000001967,N/A
+0.00%,N/A,LittleGhosts,$0.0000007238,"$506,179"
-9.35%,N/A,LittleMami,$0.03054,N/A
+0.00%,N/A,LIULIU,$0.0000001446,N/A
+0.00%,N/A,LIUX,$0.0002431,N/A
+0.00%,N/A,Live Crypto Party,$0.001134,"$1,377"
+1.99%,N/A,LiveGreen Coin,$0.000122,N/A
+0.00%,N/A,LiveNFT,$0.0000000247,N/A
+0.00%,N/A,Livenodes Token,$0.0001899,N/A
+0.00%,N/A,LiveTrade Token,$0.004187,$823
-0.12%,N/A,Liza,$0.003782,"$1,562"
+0.85%,N/A,LIZARD,$0.0004198,N/A
+0.00%,N/A,Lizard Token,$0.000002161,N/A
+0.00%,N/A,LlamaSwap,$0.005298,N/A
+0.00%,N/A,Llamaverse,$0.005384,N/A
+0.00%,N/A,LLEIDA ESPORTIU DAO,$0.4049,"$206,506"
-13.89%,N/A,lmeow,$0.01285,N/A
+0.00%,N/A,LNAsolution Coin,$0.00002264,"$4,250"
-1.24%,N/A,LNDRY,$0.05402,N/A
+0.00%,N/A,LO RUNE - Rune.Game,$1.42,N/A
+0.00%,N/A,LOA Protocol,$0.0008783,$5
+0.00%,N/A,Loaded Nodes,$1.89,"$184,900"
+5.27%,N/A,LOAF CAT,$0.00003778,N/A
+0.00%,N/A,Lobby,$0.0002199,N/A
+0.00%,N/A,Lobis,$16.46,$13.86 M
-12.25%,N/A,LOBO•THE•WOLF•PUP,$0.00305,N/A
+0.00%,N/A,Lobster,$0.0000000002071,$14
+0.00%,N/A,Lobstex,$0.01409,N/A
+0.00%,N/A,Local Terra,$0.01763,$598
-0.39%,N/A,Local Traders,$0.002929,N/A
+0.00%,N/A,LocalCoinSwap,$0.00266,N/A
+0.00%,N/A,LOCKER Token,$0.0007273,N/A
+0.00%,N/A,Locklet,$0.0083,N/A
+0.00%,N/A,LockPay,$0.00001344,N/A
+0.00%,N/A,LODE Token,$3.39,"$60,829"
+9.55%,N/A,Lodestar,$0.0981,$3
-2.54%,N/A,LOFI,$0.000008052,N/A
+0.00%,N/A,Lofi Defi,$0.000001409,N/A
+0.00%,N/A,Loge Of The Rings,$0.0006583,N/A
+0.00%,N/A,LogiTron,$0.000454,N/A
-0.01%,N/A,LOGOS,$0.009001,N/A
+0.00%,N/A,Logosunaux,$0.00009993,N/A
+0.00%,N/A,Loki Variants Fan,$0.0008165,N/A
+0.00%,N/A,LOL,$0.00000009179,N/A
+0.00%,N/A,LOL,$0.000001039,"$1,474"
+20.15%,N/A,LOL coin,$0.00000000191,N/A
+0.00%,N/A,LOLA,$0.0000001646,$662
+2.62%,N/A,Lola,$0.0003783,"$1,518"
-6.74%,N/A,Lola,$0.00000002541,N/A
+0.00%,N/A,LOLTOKEN,$0.0004149,N/A
+0.00%,N/A,LoLzFinance,$0.000000000006891,N/A
+0.00%,N/A,Londex,$0.0000002752,N/A
+0.00%,N/A,Londex,$0.00000004122,N/A
+0.00%,N/A,LondonCoinGold,$0.004431,$0.5992
+0.00%,N/A,Lonelyfans,$0.0000000003148,N/A
+0.00%,N/A,Lonelyfans (NEW),$0.001339,"$1,121"
-0.85%,N/A,LONG,$95.76,"$2,663"
+23.54%,N/A,Long,$0.000503,"$79,590"
+12.72%,N/A,LONG,$597.47,$38
+1.38%,N/A,LONG (ETH),$77.83,N/A
+0.00%,N/A,LONG COIN,$0.0000005103,"$63,707"
-10.88%,N/A,Long Mao,$0.003026,N/A
+0.00%,N/A,LONGFU,$0.02804,N/A
+0.00%,N/A,LONGTOTEM,$0.00004185,$68
+0.00%,N/A,LooBr,$0.000001637,N/A
+0.00%,N/A,LOOF,$0.002533,N/A
+4.21%,N/A,LooksCoin,$0.002465,N/A
+0.00%,N/A,Loomi,$0.00003633,"$15,724"
-0.33%,N/A,Loon Network,$0.0001505,N/A
+0.00%,N/A,Looney,$0.00000002635,N/A
+0.00%,N/A,Loop Finance,$0.0003183,N/A
+0.00%,N/A,Loop X Network,$0.000003379,"$89,646"
-3.37%,N/A,LoopNetwork,$0.03402,"$2,206"
+2.94%,N/A,LoopSwap,$0.0005763,"$523,970"
+0.68%,N/A,Loopy,$0.00001255,N/A
+0.00%,N/A,Loot Dollar,$0.004202,N/A
+0.00%,N/A,Loot Network,$0.000000002587,N/A
+0.00%,N/A,Loot Token,$0.00001062,N/A
+0.00%,N/A,Looted Network,$0.3468,N/A
+0.00%,N/A,Lord Arena,$0.00001373,"$674,115"
-14.69%,N/A,Lord Of SOL,$0.0002286,N/A
+0.00%,N/A,LORD SHEN,$0.00000000000008469,N/A
+0.00%,N/A,LordToken,$0.001773,N/A
+0.00%,N/A,LoserChick,$0.02811,N/A
+0.00%,N/A,LoserChick EGG,$0.09772,N/A
+0.00%,N/A,LOT.TRADE,$0.001599,N/A
+0.00%,N/A,LoTerra,$0.005333,N/A
+0.00%,N/A,Lots Gaming,$0.00000000000000000016,N/A
+0.00%,N/A,Lottery Token,$0.1174,N/A
+0.00%,N/A,Lotto Arbitrum,$0.02163,N/A
+0.00%,N/A,Lottonation,$0.04572,$162
-3.17%,N/A,Lotty,$0.0000003821,N/A
+0.00%,N/A,Lotus Capital,$0.000005828,N/A
+0.00%,N/A,Loud Market,$0.0028,N/A
+0.00%,N/A,Louverture,$0.00001442,N/A
+0.00%,N/A,Love,$0.000000000105,"$2,903"
+1.95%,N/A,Love,$0.0006407,N/A
+0.00%,N/A,Love Coin,$0.001231,"$541,690"
+0.04%,N/A,Love Earn Enjoy,$2.05,N/A
+0.00%,N/A,LOVE EARTH COIN,$0.005953,$1.44 M
+1.13%,N/A,Love Hate Inu,$0.000009813,"$704,758"
+20.34%,N/A,Love Monster,$0.002593,"$344,632"
-0.46%,N/A,Love Power Coin,$34.80,N/A
+0.00%,N/A,LoveHearts,$0.000007965,N/A
+0.00%,N/A,Lovelace World,$0.0001577,N/A
+0.00%,N/A,Lovely Swap,$0.1296,N/A
+0.00%,N/A,LovePot Token,$0.0001758,N/A
+0.00%,N/A,Low Float Gem,$0.5288,N/A
+0.00%,N/A,Low Orbit Crypto Cannon,$219.22,"$21,645"
-11.16%,N/A,lowq frends,$0.001187,$1
-0.02%,N/A,Lox Network,$0.0000211,N/A
+0.00%,N/A,Loyalty Labs,$0.3977,N/A
+0.00%,N/A,Loyalty Labs,$0.00009142,"$129,033"
+0.20%,N/A,LP 3pool Curve,$1.03,N/A
+0.00%,N/A,LP Finance,$0.01943,N/A
+0.00%,N/A,LP sBTC Curve,"$48,365.27",N/A
+0.00%,N/A,LPI DAO,$0.03768,N/A
+0.00%,N/A,LS Coin,$0.01605,$89
-6.96%,N/A,LSDoge,$0.0000000001941,"$26,029"
-0.12%,N/A,LSDx Finance,$0.004532,N/A
+0.00%,N/A,LTC 2.0,$0.00000000000003833,N/A
+0.00%,N/A,LTCDOWN,$2.23,N/A
+0.00%,N/A,LTCUP,$0.4803,N/A
+0.00%,N/A,Ltradex,$0.000000004124,N/A
+0.00%,N/A,Luart,$0.00007116,N/A
+0.00%,N/A,Lucid Lands,$0.0115,N/A
+0.00%,N/A,Lucid Lands V2,$0.0009694,N/A
+0.00%,N/A,Luck Pepe,$0.0001472,N/A
+0.00%,N/A,Luck2Earn,$0.0006357,N/A
+0.00%,N/A,LuckDao,$0.006523,N/A
+0.00%,N/A,LuckTogether,$0.001465,$38
+1.25%,N/A,Lucky Block (V2),$0.00002758,N/A
+0.00%,N/A,Lucky Cat,$0.0000002335,$161
-2.11%,N/A,LUCKY CATS,$0.0002254,N/A
-0.01%,N/A,Lucky Coin,$0.0000000004481,N/A
+0.00%,N/A,Lucky Dime,$0.000000001894,N/A
+0.00%,N/A,Lucky Lion,$0.0001342,N/A
+0.00%,N/A,Lucky Metaverse,$0.000008152,N/A
+0.00%,N/A,Lucky Roo,$0.00000004335,N/A
+0.00%,N/A,Lucky Shinu,$0.0000000003452,N/A
+0.00%,N/A,Lucky Unicorn Token,$0.00007671,N/A
+0.00%,N/A,Lucky1Token,$0.00000323,N/A
+15.32%,N/A,Lucky7,$0.04787,$2
-0.68%,N/A,LuckyChip,$0.0003339,N/A
+0.00%,N/A,LuckyDoge,$0.0000001024,N/A
+0.00%,N/A,LuckyDragon,$0.0003263,N/A
+0.00%,N/A,LuckyMeta Gold,$0.0002743,N/A
+0.00%,N/A,LuckyMeta Token,$0.01461,N/A
+0.00%,N/A,LuckyPig,$0.00000008405,N/A
+0.00%,N/A,LuckySevenToken,$0.6095,"$132,716"
-2.49%,N/A,LuckysLeprecoin,$0.0000002765,N/A
+0.00%,N/A,LuckyStar,$0.0001646,"$1,167"
+1.46%,N/A,LuckyToad,$0.0008984,N/A
+0.00%,N/A,LuckyToken,$0.0002067,N/A
+5.37%,N/A,Lucrosus Capital,$0.001533,N/A
+0.00%,N/A,LUCY,$0.005046,N/A
+0.00%,N/A,Ludena Protocol,$0.00002369,N/A
+0.00%,N/A,Ludos Protocol,$0.000009033,"$25,893"
-7.19%,N/A,Luffy,$0.00005461,N/A
+0.00%,N/A,Luffy G5,$0.001599,N/A
+0.00%,N/A,Luigi Inu,$0.00000000000004174,N/A
+0.00%,N/A,Lukki Operating Token,$0.001729,$169
+21.37%,N/A,LULU,$0.00000006604,N/A
+0.00%,N/A,Lulu Market,$0.000007373,$467
+2.06%,N/A,Lum Network,$0.0001821,N/A
+0.00%,N/A,Lum Rune,$0.0814,$86
-15.71%,N/A,Lumenswap,$0.008061,$132
-0.11%,N/A,Lumi Credits,$0.01014,"$11,556"
+0.12%,N/A,Lumi Finance,$4.92,"$11,661"
-0.52%,N/A,Lumi Finance,$0.9989,N/A
+0.00%,N/A,Lumiii,$0.0002158,N/A
+0.00%,N/A,Luminos Mining Protocol,$0.0000295,"$197,625"
-1.03%,N/A,Lumishare,$0.06836,N/A
+0.00%,N/A,LumosMetaverse,$0.06143,N/A
+0.00%,N/A,Luna 2.0,$0.00000001933,N/A
+0.00%,N/A,LUNA DOGE TOKEN,$0.000001796,N/A
+0.00%,N/A,Luna Inu,$0.0003683,N/A
+0.00%,N/A,Luna-Pad,$0.0008001,$15
+2.59%,N/A,Luna28,$0.000002487,N/A
+0.00%,N/A,LunaFox,$0.00000000000000000104,$687
-0.02%,N/A,LunaOne,$0.0006801,"$46,969"
+13.87%,N/A,Lunar,$0.000712,N/A
+0.00%,N/A,Lunar Flare,$0.000000001788,N/A
+0.00%,N/A,Lunar Highway,$0.0000000001052,$335
-10.01%,N/A,Lunar New Year,$0.00001452,N/A
+0.00%,N/A,LunarBrain,$0.000002471,N/A
+0.00%,N/A,LUNARBURN,$0.000008941,$68
+15.86%,N/A,Lunasphere,$0.000000005092,"$1,351"
-10.61%,N/A,Lunatics,$0.000001888,N/A
+0.00%,N/A,Lunaverse,$0.0003729,$102
+1.15%,N/A,LUNCARMY,$0.000000009764,"$26,938"
-1.05%,N/A,LunchDAO,$0.0001676,N/A
+0.00%,N/A,Lung Protocol,$0.00008405,N/A
+0.00%,N/A,Luni,$0.000004449,N/A
+0.00%,N/A,Luniverse,$0.0003741,N/A
+0.00%,N/A,LUPIN,$0.4976,N/A
+0.00%,N/A,Lustcoins,$0.001546,N/A
+0.00%,N/A,Luto Cash,$0.0005322,N/A
+0.00%,N/A,Lux Bio Cell,$0.000002833,N/A
-0.03%,N/A,Lux King Tech,"$1,201.13",N/A
+0.00%,N/A,LuxeRacing,$0.00004311,"$29,323"
-0.04%,N/A,LUXO,$0.04021,N/A
+0.00%,N/A,LuxTTO,$53.47,$1
-1.01%,N/A,LUXWORLD,$0.002164,"$60,250"
-0.67%,N/A,LUXY,$0.007451,N/A
+0.00%,N/A,Luzion Protocol,$0.00001704,"$933,598"
-0.46%,N/A,Lybra Finance,$0.2187,$388
+0.33%,N/A,Lydia Finance,$0.0004581,N/A
+0.00%,N/A,Lydian Lion Gold,$0.000000256,N/A
+0.00%,N/A,LYFE,$0.008985,N/A
+3.65%,N/A,LYFE,$3.06,N/A
-0.06%,N/A,LYFE GOLD,$58.34,N/A
+0.00%,N/A,Lyfe Land,$5.42,N/A
+0.00%,N/A,Lyfe Silver,$0.7878,N/A
+0.00%,N/A,LynKey,$0.001389,N/A
+0.00%,N/A,LynxPepe,$0.00001335,N/A
+0.00%,N/A,LYO Credit,$1.14,N/A
+4.88%,N/A,Lyra,$0.0001063,"$1,621"
-1.21%,N/A,Lyra,$0.00004324,N/A
+0.00%,N/A,LYS Capital,$0.003116,$101
+1.32%,N/A,Lyve Finance,$0.1657,N/A
+33.66%,N/A,Lyzi,$0.01147,N/A
+0.00%,N/A,M3TA,$0.000006901,N/A
+0.00%,N/A,M7V2,$0.0078,N/A
+0.00%,N/A,Mac&Cheese,$0.00000003688,N/A
+0.00%,N/A,MACH Project,$0.01866,$10.61 M
N/A,N/A,macho,$0.006538,N/A
+0.00%,N/A,MACRO,$0.7653,$34
-0.25%,N/A,Macro Protocol,$0.00001521,N/A
+2.99%,N/A,Mad Bears Club,$0.2535,N/A
+0.00%,N/A,Mad Hatter Society,$1,N/A
+0.00%,N/A,Mad Monkey Guild,$0.3123,"$71,639"
-9.58%,N/A,Mad Pepe,$0.000000001475,N/A
+0.00%,N/A,MAD RABBIT,$0.00000006479,$425
+2.76%,N/A,Mad USD,$0.3448,"$38,732"
+1.04%,N/A,Mad Viking Games,$0.001025,N/A
+0.00%,N/A,Madagascar,$0.0000000001222,N/A
+0.00%,N/A,Made In China,$0.00281,N/A
+0.00%,N/A,Made In Real Life,$0.0002966,$703
-3.89%,N/A,MADworld,$0.0002849,N/A
+0.00%,N/A,Mafagafo,$0.0001139,N/A
+0.00%,N/A,MAFIA DOGE,$0.00001358,N/A
+0.00%,N/A,Mafia World Cup,$0.0001913,"$119,561"
-16.87%,N/A,MAGA,$0.0000002298,"$93,791"
+2.63%,N/A,MAGA,$0.000002985,"$165,352"
-10.11%,N/A,MAGA,$0.00000001268,"$4,082"
-8.53%,N/A,MAGA,$0.0089,"$19,564"
+30.44%,N/A,MAGA,$0.0002034,"$2,222"
-7.15%,N/A,MAGA,$0.00006255,"$28,643"
-14.41%,N/A,MAGA,$0.000000001632,$184
-0.14%,N/A,MAGA,$0.00000000000000001621,"$230,207"
-9.20%,N/A,MAGA,$0.07191,"$17,271"
-37.37%,N/A,MAGA,$0.00005089,"$4,473"
-23.04%,N/A,MAGA,$0.0001807,"$189,177"
-45.35%,N/A,MAGA,$0.000001574,"$6,538"
+16.64%,N/A,MAGA 2.0,$0.0000000004619,N/A
+0.98%,N/A,MAGA Coin,$0.0002936,$1.14 M
-23.42%,N/A,MAGA PEPE,$0.0000000000375,$1.27 M
-49.56%,N/A,MAGA PEPE,$0.00000000001553,"$32,256"
-9.17%,N/A,MAGA Trump,$0.0004508,$29
+0.15%,N/A,MAGACAT,$0.0000000000002017,"$2,197"
+5.29%,N/A,Magaiba,$0.0001887,N/A
+0.00%,N/A,Maggie,$0.0001403,N/A
+0.00%,N/A,Maggie Simpson,$0.000000000000009359,"$7,747"
+7.83%,N/A,Magic,$0.009902,N/A
+0.00%,N/A,Magic Bag,$0.002375,$431
-0.54%,N/A,Magic beasties,$0.0000002177,N/A
+0.00%,N/A,Magic Birds Token,$0.00000001,"$175,389"
-2.05%,N/A,Magic Crystal,$0.2291,N/A
+0.00%,N/A,Magic Eggs,$0.04,N/A
+0.00%,N/A,Magic Elpis Gem,$0.0005228,N/A
+0.00%,N/A,Magic Ethereum Money,$0.00000008504,N/A
+0.00%,N/A,Magic Forest,$0.00002202,N/A
+0.00%,N/A,Magic GPT Game,$0.0000112,"$4,879"
-14.72%,N/A,Magic Internet Cash,$0.0006835,"$167,254"
-5.92%,N/A,Magic Internet Money,$0.0008457,N/A
+0.00%,N/A,Magic Inu,$0.0000502,N/A
+0.00%,N/A,Magic Inu,$0.000000000005513,N/A
+0.00%,N/A,Magic Metaverse,$0.008121,N/A
+0.00%,N/A,Magic Of Universe,$0.004507,N/A
+0.00%,N/A,Magic Of Universe,$0.00003808,N/A
+0.00%,N/A,Magic Power,$0.0000001353,N/A
+0.00%,N/A,Magic Shiba Starter,$0.000003551,"$63,543"
-9.38%,N/A,MAGIC SHOES,$0.0001112,N/A
+0.00%,N/A,Magic Shroom,$0.0001335,N/A
+0.00%,N/A,Magic Spell,$0.00482,N/A
+0.00%,N/A,Magic Token,$0.1129,"$72,539"
+0.39%,N/A,Magical Blocks,$0.01217,N/A
+0.00%,N/A,MagicBox,$0.0000000001389,N/A
+0.00%,N/A,MagicDOGE,$0.0000000002271,N/A
+0.00%,N/A,MagicofGold,$0.0000121,N/A
+0.00%,N/A,Magicverse,$0.000002949,$27
-1.76%,N/A,Magik Finance,$0.02774,$116
-3.52%,N/A,MAGIKAL.ai,$0.0000001147,$366
+1.78%,N/A,Magnate Finance,$0.0001097,N/A
+0.00%,N/A,Magnesium,$1.31,N/A
